OperationID,Component name,CorrectDetectedFacesMetric,Detected Faces,ImageFormatMetric,ImageNumberOfFacesMetric,ImageNumberOfPixelsMetric,ImageSizeMetric,Input name,Response time (in SECONDS)
1241,GMS Face API with allClassifications accurateMode,0,2,jpg,2,160200,16932,/storage/sdcard0/FDDB-folds-01/2002_08_30_big_img_18201.jpg,0.611597742
1242,GMS Face API with allClassifications accurateMode,0,2,jpg,2,184050,17279,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_965.jpg,0.898824965
1243,GMS Face API with allClassifications accurateMode,0,3,jpg,5,121770,23452,/storage/sdcard0/FDDB-folds-01/2003_01_14_big_img_660.jpg,0.803937128
1244,GMS Face API with allClassifications accurateMode,0,1,jpg,1,136496,19984,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_517.jpg,0.468029911
1245,GMS Face API with allClassifications accurateMode,0,1,jpg,1,140850,11309,/storage/sdcard0/FDDB-folds-01/2003_01_14_big_img_406.jpg,0.630764535
1246,GMS Face API with allClassifications accurateMode,0,1,jpg,2,159750,23009,/storage/sdcard0/FDDB-folds-01/2002_08_30_big_img_18433.jpg,0.752540821
1247,GMS Face API with allClassifications accurateMode,0,1,jpg,1,135450,18749,/storage/sdcard0/FDDB-folds-01/2002_08_07_big_img_1630.jpg,0.44919884
1248,GMS Face API with allClassifications accurateMode,0,1,jpg,1,128700,13587,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2717.jpg,0.394079049
1249,GMS Face API with allClassifications accurateMode,0,2,jpg,2,146374,22752,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_470.jpg,0.794872578
1250,GMS Face API with allClassifications accurateMode,0,2,jpg,2,124373,20257,/storage/sdcard0/FDDB-folds-01/2002_07_23_big_img_633.jpg,0.566366549
1251,GMS Face API with allClassifications accurateMode,0,1,jpg,1,133650,10434,/storage/sdcard0/FDDB-folds-01/2002_08_20_big_img_915.jpg,0.480543261
1252,GMS Face API with allClassifications accurateMode,0,1,jpg,1,134251,23638,/storage/sdcard0/FDDB-folds-01/2002_08_16_big_img_893.jpg,0.779124066
1253,GMS Face API with allClassifications accurateMode,0,1,jpg,1,136945,20658,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_644.jpg,0.447031893
1254,GMS Face API with allClassifications accurateMode,0,2,jpg,2,140537,24215,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_529.jpg,0.762520983
1255,GMS Face API with allClassifications accurateMode,0,1,jpg,1,165150,19452,/storage/sdcard0/FDDB-folds-01/2002_08_16_big_img_668.jpg,0.564810011
1256,GMS Face API with allClassifications accurateMode,0,2,jpg,2,157500,20811,/storage/sdcard0/FDDB-folds-01/2002_08_07_big_img_1871.jpg,0.903738744
1257,GMS Face API with allClassifications accurateMode,0,1,jpg,1,154350,14459,/storage/sdcard0/FDDB-folds-01/2002_07_25_big_img_192.jpg,0.573233634
1258,GMS Face API with allClassifications accurateMode,0,1,jpg,1,125550,14570,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_961.jpg,0.565084693
1259,GMS Face API with allClassifications accurateMode,0,2,jpg,4,176400,31606,/storage/sdcard0/FDDB-folds-01/2002_08_19_big_img_738.jpg,0.645841599
1260,GMS Face API with allClassifications accurateMode,0,1,jpg,1,162900,19631,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_382.jpg,0.50013734
1261,GMS Face API with allClassifications accurateMode,0,1,jpg,1,167850,16812,/storage/sdcard0/FDDB-folds-01/2002_08_19_big_img_298.jpg,0.559835191
1262,GMS Face API with allClassifications accurateMode,0,1,jpg,1,126280,23646,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_608.jpg,0.461010225
1263,GMS Face API with allClassifications accurateMode,0,1,jpg,1,139950,19281,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_514.jpg,0.571524492
1264,GMS Face API with allClassifications accurateMode,0,2,jpg,2,161100,33602,/storage/sdcard0/FDDB-folds-01/2002_07_23_big_img_183.jpg,0.79093545
1265,GMS Face API with allClassifications accurateMode,0,1,jpg,1,126381,21779,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_536.jpg,0.639157638
1266,GMS Face API with allClassifications accurateMode,0,3,jpg,3,185400,24807,/storage/sdcard0/FDDB-folds-01/2002_07_24_big_img_478.jpg,0.699099648
1267,GMS Face API with allClassifications accurateMode,0,1,jpg,1,120600,11317,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2997.jpg,0.234182818
1268,GMS Face API with allClassifications accurateMode,0,1,jpg,1,156600,16335,/storage/sdcard0/FDDB-folds-01/2002_09_02_big_img_15380.jpg,0.558858537
1269,GMS Face API with allClassifications accurateMode,0,1,jpg,1,162000,20413,/storage/sdcard0/FDDB-folds-01/2002_08_07_big_img_1153.jpg,0.580070197
1270,GMS Face API with allClassifications accurateMode,0,2,jpg,2,183600,15491,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_967.jpg,0.983824204
1271,GMS Face API with allClassifications accurateMode,0,1,jpg,1,123924,17101,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_711.jpg,0.60488326
1272,GMS Face API with allClassifications accurateMode,0,1,jpg,1,147600,14082,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_664.jpg,0.60006104
1273,GMS Face API with allClassifications accurateMode,0,1,jpg,1,148420,19663,/storage/sdcard0/FDDB-folds-01/2003_01_01_big_img_326.jpg,0.554768808
1274,GMS Face API with allClassifications accurateMode,0,1,jpg,1,155250,22776,/storage/sdcard0/FDDB-folds-01/2002_08_24_big_img_775.jpg,0.634274378
1275,GMS Face API with allClassifications accurateMode,0,1,jpg,1,147150,12050,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_961.jpg,0.573477797
1276,GMS Face API with allClassifications accurateMode,0,1,jpg,1,130500,16894,/storage/sdcard0/FDDB-folds-01/2002_08_16_big_img_77.jpg,0.626674804
1277,GMS Face API with allClassifications accurateMode,0,2,jpg,3,149400,15118,/storage/sdcard0/FDDB-folds-01/2002_08_12_big_img_296.jpg,0.845536396
1278,GMS Face API with allClassifications accurateMode,0,4,jpg,4,139950,23539,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_905.jpg,0.929803144
1279,GMS Face API with allClassifications accurateMode,0,1,jpg,3,179550,17478,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_284.jpg,0.626155958
1280,GMS Face API with allClassifications accurateMode,0,1,jpg,1,113850,17906,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_887.jpg,0.35321227
1281,GMS Face API with allClassifications accurateMode,0,3,jpg,3,135900,26355,/storage/sdcard0/FDDB-folds-01/2002_08_24_big_img_849.jpg,1.199175949
1282,GMS Face API with allClassifications accurateMode,0,1,jpg,1,127516,14193,/storage/sdcard0/FDDB-folds-01/2002_07_30_big_img_345.jpg,0.240775216
1283,GMS Face API with allClassifications accurateMode,0,3,jpg,3,144450,23059,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_419.jpg,1.228963834
1284,GMS Face API with allClassifications accurateMode,0,1,jpg,1,161100,22634,/storage/sdcard0/FDDB-folds-01/2002_08_01_big_img_1347.jpg,0.548817336
1285,GMS Face API with allClassifications accurateMode,0,1,jpg,1,168300,20517,/storage/sdcard0/FDDB-folds-01/2002_08_05_big_img_3670.jpg,0.553395391
1286,GMS Face API with allClassifications accurateMode,0,1,jpg,1,148500,15872,/storage/sdcard0/FDDB-folds-01/2002_07_21_big_img_479.jpg,0.562765147
1287,GMS Face API with allClassifications accurateMode,0,3,jpg,3,116100,20378,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_913.jpg,0.85005341
1288,GMS Face API with allClassifications accurateMode,0,1,jpg,1,138150,22632,/storage/sdcard0/FDDB-folds-01/2002_09_02_big_img_15828.jpg,0.608759347
1289,GMS Face API with allClassifications accurateMode,0,0,jpg,1,148950,15102,/storage/sdcard0/FDDB-folds-01/2002_08_30_big_img_18194.jpg,0.610071723
1290,GMS Face API with allClassifications accurateMode,0,1,jpg,2,134251,14687,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_471.jpg,0.291194872
1291,GMS Face API with allClassifications accurateMode,0,1,jpg,4,151650,20052,/storage/sdcard0/FDDB-folds-01/2002_08_22_big_img_734.jpg,0.540882038
1292,GMS Face API with allClassifications accurateMode,0,1,jpg,1,161550,8788,/storage/sdcard0/FDDB-folds-01/2002_08_09_big_img_586.jpg,0.597344728
1293,GMS Face API with allClassifications accurateMode,0,1,jpg,1,149850,21613,/storage/sdcard0/FDDB-folds-01/2002_08_09_big_img_454.jpg,0.573355713
1294,GMS Face API with allClassifications accurateMode,0,1,jpg,1,133353,25798,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_47.jpg,0.469616969
1295,GMS Face API with allClassifications accurateMode,0,1,jpg,1,166130,23749,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_381.jpg,0.636471845
1296,GMS Face API with allClassifications accurateMode,0,3,jpg,5,160650,31476,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_733.jpg,1.050755379
1297,GMS Face API with allClassifications accurateMode,0,1,jpg,1,136496,24815,/storage/sdcard0/FDDB-folds-01/2002_08_20_big_img_327.jpg,0.681733556
1298,GMS Face API with allClassifications accurateMode,0,1,jpg,1,134251,16075,/storage/sdcard0/FDDB-folds-01/2002_07_21_big_img_96.jpg,0.483564781
1299,GMS Face API with allClassifications accurateMode,0,1,jpg,1,153450,16130,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2680.jpg,0.431619106
1300,GMS Face API with allClassifications accurateMode,0,1,jpg,1,140850,10752,/storage/sdcard0/FDDB-folds-01/2002_07_25_big_img_919.jpg,0.638089425
1301,GMS Face API with allClassifications accurateMode,0,1,jpg,1,155700,21317,/storage/sdcard0/FDDB-folds-01/2002_07_21_big_img_158.jpg,0.904318631
1302,GMS Face API with allClassifications accurateMode,0,1,jpg,1,136800,14694,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_801.jpg,0.445688997
1303,GMS Face API with allClassifications accurateMode,0,3,jpg,3,172350,17436,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_567.jpg,0.955196094
1304,GMS Face API with allClassifications accurateMode,0,2,jpg,2,168750,15944,/storage/sdcard0/FDDB-folds-01/2002_07_24_big_img_804.jpg,0.497146345
1305,GMS Face API with allClassifications accurateMode,0,2,jpg,2,155250,21027,/storage/sdcard0/FDDB-folds-01/2002_07_24_big_img_690.jpg,1.087593468
1306,GMS Face API with allClassifications accurateMode,0,1,jpg,1,126690,16926,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_576.jpg,0.586418435
1307,GMS Face API with allClassifications accurateMode,0,1,jpg,1,202500,20667,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_335.jpg,0.645963681
1308,GMS Face API with allClassifications accurateMode,0,4,jpg,6,120130,19630,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_390.jpg,0.977323362
1309,GMS Face API with allClassifications accurateMode,0,0,jpg,6,201600,30858,/storage/sdcard0/FDDB-folds-01/2002_08_11_big_img_258.jpg,0.819594081
1310,GMS Face API with allClassifications accurateMode,0,1,jpg,1,161550,21005,/storage/sdcard0/FDDB-folds-01/2002_07_23_big_img_917.jpg,0.541767129
1311,GMS Face API with allClassifications accurateMode,0,2,jpg,2,163800,26054,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_525.jpg,0.773783
1312,GMS Face API with allClassifications accurateMode,0,1,jpg,1,127100,15043,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_505.jpg,0.335693576
1313,GMS Face API with allClassifications accurateMode,0,1,jpg,1,144000,14309,/storage/sdcard0/FDDB-folds-01/2002_07_30_big_img_886.jpg,0.515519607
1314,GMS Face API with allClassifications accurateMode,0,1,jpg,1,110290,14121,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_640.jpg,0.260613459
1315,GMS Face API with allClassifications accurateMode,0,1,jpg,1,102250,14241,/storage/sdcard0/FDDB-folds-01/2003_01_14_big_img_642.jpg,0.480177018
1316,GMS Face API with allClassifications accurateMode,0,2,jpg,2,170550,21406,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_844.jpg,0.692079964
1317,GMS Face API with allClassifications accurateMode,0,1,jpg,1,195750,17680,/storage/sdcard0/FDDB-folds-01/2002_08_04_big_img_571.jpg,0.679688692
1318,GMS Face API with allClassifications accurateMode,0,3,jpg,2,178200,19501,/storage/sdcard0/FDDB-folds-01/2002_08_29_big_img_18702.jpg,0.914115672
1319,GMS Face API with allClassifications accurateMode,0,1,jpg,1,162900,16263,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_240.jpg,0.733953914
1320,GMS Face API with allClassifications accurateMode,0,3,jpg,3,141300,29622,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_553.jpg,1.171738135
1321,GMS Face API with allClassifications accurateMode,0,1,jpg,1,136800,17380,/storage/sdcard0/FDDB-folds-01/2002_08_10_big_img_354.jpg,0.466015566
1322,GMS Face API with allClassifications accurateMode,0,2,jpg,3,143100,18182,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_17.jpg,0.771860215
1323,GMS Face API with allClassifications accurateMode,0,2,jpg,2,102250,14164,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_782.jpg,0.522142532
1324,GMS Face API with allClassifications accurateMode,0,1,jpg,1,160200,19570,/storage/sdcard0/FDDB-folds-01/2002_07_27_big_img_382.jpg,0.464520067
1325,GMS Face API with allClassifications accurateMode,0,2,jpg,5,152550,19039,/storage/sdcard0/FDDB-folds-01/2002_08_14_big_img_970.jpg,0.62774302
1326,GMS Face API with allClassifications accurateMode,0,1,jpg,2,131400,12271,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_70.jpg,0.512101327
1327,GMS Face API with allClassifications accurateMode,0,1,jpg,1,106749,11807,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_625.jpg,0.356081184
1328,GMS Face API with allClassifications accurateMode,0,0,jpg,1,191700,32834,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_341.jpg,0.875293758
1329,GMS Face API with allClassifications accurateMode,0,3,jpg,4,148500,30329,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_188.jpg,1.014100412
1330,GMS Face API with allClassifications accurateMode,0,1,jpg,1,155700,23245,/storage/sdcard0/FDDB-folds-01/2002_08_09_big_img_405.jpg,0.556264307
1331,GMS Face API with allClassifications accurateMode,0,1,jpg,1,161550,25489,/storage/sdcard0/FDDB-folds-01/2002_08_02_big_img_37.jpg,0.672516404
1332,GMS Face API with allClassifications accurateMode,0,2,jpg,3,130210,19106,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_748.jpg,0.647764384
1333,GMS Face API with allClassifications accurateMode,0,1,jpg,1,149400,14738,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_399.jpg,0.526964749
1334,GMS Face API with allClassifications accurateMode,0,2,jpg,3,136350,27984,/storage/sdcard0/FDDB-folds-01/2002_07_25_big_img_844.jpg,0.992369906
1335,GMS Face API with allClassifications accurateMode,0,2,jpg,2,146250,26943,/storage/sdcard0/FDDB-folds-01/2002_08_12_big_img_340.jpg,1.160231955
1336,GMS Face API with allClassifications accurateMode,0,1,jpg,1,104960,15075,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_815.jpg,0.457042577
1337,GMS Face API with allClassifications accurateMode,0,3,jpg,10,156600,25586,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_5.jpg,0.984129407
1338,GMS Face API with allClassifications accurateMode,0,1,jpg,1,123750,13107,/storage/sdcard0/FDDB-folds-01/2002_08_10_big_img_158.jpg,0.580955286
1339,GMS Face API with allClassifications accurateMode,0,1,jpg,1,133200,21009,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_95.jpg,0.279078285
1340,GMS Face API with allClassifications accurateMode,0,1,jpg,1,131850,11326,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_1297.jpg,0.372470625
1341,GMS Face API with allClassifications accurateMode,0,1,jpg,1,127920,14563,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_508.jpg,0.437570577
1342,GMS Face API with allClassifications accurateMode,0,3,jpg,3,131850,22780,/storage/sdcard0/FDDB-folds-01/2002_09_01_big_img_16680.jpg,1.199175951
1343,GMS Face API with allClassifications accurateMode,0,1,jpg,1,133250,18011,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_338.jpg,0.566030826
1344,GMS Face API with allClassifications accurateMode,0,1,jpg,1,161550,20608,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_517.jpg,0.644040898
1345,GMS Face API with allClassifications accurateMode,0,2,jpg,2,156600,17054,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_626.jpg,0.770303678
1346,GMS Face API with allClassifications accurateMode,0,1,jpg,1,122400,11015,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_3024.jpg,0.497359989
1347,GMS Face API with allClassifications accurateMode,0,1,jpg,2,148500,23696,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_499.jpg,0.53700595
1348,GMS Face API with allClassifications accurateMode,0,1,jpg,1,150300,17588,/storage/sdcard0/FDDB-folds-01/2003_01_13_big_img_387.jpg,0.795025179
1349,GMS Face API with allClassifications accurateMode,0,2,jpg,2,150750,16623,/storage/sdcard0/FDDB-folds-01/2002_08_31_big_img_18025.jpg,0.85896536
1350,GMS Face API with allClassifications accurateMode,0,0,jpg,1,134251,14295,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_520.jpg,0.403326721
1351,GMS Face API with allClassifications accurateMode,0,1,jpg,1,111657,20913,/storage/sdcard0/FDDB-folds-01/2003_01_16_big_img_576.jpg,0.440592096
1352,GMS Face API with allClassifications accurateMode,0,1,jpg,3,171000,19443,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_121.jpg,0.766030825
1353,GMS Face API with allClassifications accurateMode,0,1,jpg,4,142200,21284,/storage/sdcard0/FDDB-folds-01/2002_08_25_big_img_703.jpg,0.713474745
1354,GMS Face API with allClassifications accurateMode,0,1,jpg,1,153450,20008,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_615.jpg,0.483015411
1355,GMS Face API with allClassifications accurateMode,0,1,jpg,1,166500,20840,/storage/sdcard0/FDDB-folds-01/2002_08_17_big_img_434.jpg,0.592125743
1356,GMS Face API with allClassifications accurateMode,0,2,jpg,2,146250,16226,/storage/sdcard0/FDDB-folds-01/2002_08_02_big_img_677.jpg,0.458415993
1357,GMS Face API with allClassifications accurateMode,0,1,jpg,1,186750,23692,/storage/sdcard0/FDDB-folds-01/2002_08_18_big_img_276.jpg,0.676667175
1358,GMS Face API with allClassifications accurateMode,0,2,jpg,1,132750,30088,/storage/sdcard0/FDDB-folds-01/2002_08_05_big_img_3672.jpg,0.70990386
1359,GMS Face API with allClassifications accurateMode,0,1,jpg,1,132750,19542,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_700.jpg,0.740057988
1360,GMS Face API with allClassifications accurateMode,0,1,jpg,1,134251,17412,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_277.jpg,0.474652831
1361,GMS Face API with allClassifications accurateMode,0,1,jpg,1,113570,14758,/storage/sdcard0/FDDB-folds-01/2003_01_14_big_img_220.jpg,0.511643521
1362,GMS Face API with allClassifications accurateMode,0,1,jpg,1,146823,18252,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_232.jpg,0.582633909
1363,GMS Face API with allClassifications accurateMode,0,2,jpg,2,151650,21727,/storage/sdcard0/FDDB-folds-01/2002_08_31_big_img_17422.jpg,0.992827712
1364,GMS Face API with allClassifications accurateMode,0,1,jpg,1,154350,16075,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_508.jpg,0.302334809
1365,GMS Face API with allClassifications accurateMode,0,1,jpg,1,123750,16166,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_681.jpg,0.37289791
1366,GMS Face API with allClassifications accurateMode,0,1,jpg,1,102910,12766,/storage/sdcard0/FDDB-folds-01/2003_01_15_big_img_638.jpg,0.258721194
1367,GMS Face API with allClassifications accurateMode,0,1,jpg,1,149850,17985,/storage/sdcard0/FDDB-folds-01/2002_08_30_big_img_18408.jpg,0.503494583
1368,GMS Face API with allClassifications accurateMode,0,1,jpg,1,110290,14032,/storage/sdcard0/FDDB-folds-01/2003_01_14_big_img_533.jpg,0.398657102
1369,GMS Face API with allClassifications accurateMode,0,1,jpg,1,113980,16023,/storage/sdcard0/FDDB-folds-01/2003_01_17_big_img_12.jpg,0.550404395
1370,GMS Face API with allClassifications accurateMode,0,1,jpg,1,139050,14785,/storage/sdcard0/FDDB-folds-01/2002_08_28_big_img_19388.jpg,0.488722723
1371,GMS Face API with allClassifications accurateMode,0,1,jpg,1,134550,18544,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_133.jpg,0.560567679
1372,GMS Face API with allClassifications accurateMode,0,1,jpg,2,155250,20768,/storage/sdcard0/FDDB-folds-01/2002_07_26_big_img_885.jpg,0.75837021
1373,GMS Face API with allClassifications accurateMode,0,1,jpg,2,139050,17733,/storage/sdcard0/FDDB-folds-01/2002_08_19_big_img_387.jpg,0.432900962
1374,GMS Face API with allClassifications accurateMode,0,2,jpg,2,177750,16175,/storage/sdcard0/FDDB-folds-01/2002_08_27_big_img_19976.jpg,0.985685944
1375,GMS Face API with allClassifications accurateMode,0,1,jpg,1,190800,17868,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_118.jpg,0.78199298
1376,GMS Face API with allClassifications accurateMode,0,1,jpg,1,130950,18735,/storage/sdcard0/FDDB-folds-01/2002_08_28_big_img_19146.jpg,0.669250726
1377,GMS Face API with allClassifications accurateMode,0,1,jpg,1,191250,19427,/storage/sdcard0/FDDB-folds-01/2002_08_05_big_img_3259.jpg,0.712559132
1378,GMS Face API with allClassifications accurateMode,0,1,jpg,1,151200,22408,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_536.jpg,0.676484053
1379,GMS Face API with allClassifications accurateMode,0,2,jpg,2,171450,29964,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_279.jpg,1.146406228
1380,GMS Face API with allClassifications accurateMode,0,2,jpg,2,158400,28505,/storage/sdcard0/FDDB-folds-01/2002_07_22_big_img_9.jpg,0.716221576
1381,GMS Face API with allClassifications accurateMode,0,1,jpg,1,198000,22976,/storage/sdcard0/FDDB-folds-01/2002_08_13_big_img_301.jpg,0.612147109
1382,GMS Face API with allClassifications accurateMode,0,1,jpg,1,162000,18860,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_974.jpg,0.681245231
1383,GMS Face API with allClassifications accurateMode,0,2,jpg,2,189900,17387,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2355.jpg,0.976529834
1384,GMS Face API with allClassifications accurateMode,0,1,jpg,1,166500,23282,/storage/sdcard0/FDDB-folds-01/2002_08_01_big_img_1526.jpg,0.719578818
1385,GMS Face API with allClassifications accurateMode,0,7,jpg,7,165150,20727,/storage/sdcard0/FDDB-folds-01/2002_08_03_big_img_417.jpg,1.943506791
1386,GMS Face API with allClassifications accurateMode,0,3,jpg,6,169273,27410,/storage/sdcard0/FDDB-folds-01/2002_08_04_big_img_407.jpg,1.0802991
1387,GMS Face API with allClassifications accurateMode,0,1,jpg,1,149400,19659,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_1029.jpg,0.750251793
1388,GMS Face API with allClassifications accurateMode,0,1,jpg,1,156252,20959,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_700.jpg,0.503769267
1389,GMS Face API with allClassifications accurateMode,0,1,jpg,1,129150,18313,/storage/sdcard0/FDDB-folds-01/2002_08_01_big_img_1463.jpg,0.691164354
1390,GMS Face API with allClassifications accurateMode,0,0,jpg,1,164700,13233,/storage/sdcard0/FDDB-folds-01/2002_08_31_big_img_17365.jpg,0.771371889
1391,GMS Face API with allClassifications accurateMode,0,2,jpg,5,170550,21283,/storage/sdcard0/FDDB-folds-01/2002_07_28_big_img_223.jpg,0.853135968
1392,GMS Face API with allClassifications accurateMode,0,1,jpg,1,173250,22085,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_827.jpg,0.541309324
1393,GMS Face API with allClassifications accurateMode,0,1,jpg,2,159395,38783,/storage/sdcard0/FDDB-folds-01/2002_07_27_big_img_531.jpg,0.629757362
1394,GMS Face API with allClassifications accurateMode,0,1,jpg,1,123750,16759,/storage/sdcard0/FDDB-folds-01/2002_07_19_big_img_845.jpg,0.46394018
1395,GMS Face API with allClassifications accurateMode,0,1,jpg,1,154800,22941,/storage/sdcard0/FDDB-folds-01/2002_08_20_big_img_382.jpg,0.396307036
1396,GMS Face API with allClassifications accurateMode,0,4,jpg,4,171900,28947,/storage/sdcard0/FDDB-folds-01/2002_07_31_big_img_268.jpg,1.290035098
1397,GMS Face API with allClassifications accurateMode,0,0,jpg,1,158400,14913,/storage/sdcard0/FDDB-folds-01/2002_08_27_big_img_19705.jpg,0.587425607
1398,GMS Face API with allClassifications accurateMode,0,1,jpg,1,126900,20062,/storage/sdcard0/FDDB-folds-01/2002_08_02_big_img_830.jpg,0.443064247
1399,GMS Face API with allClassifications accurateMode,0,1,jpg,1,147600,18033,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_250.jpg,0.53206165
1400,GMS Face API with allClassifications accurateMode,0,2,jpg,2,165600,18133,/storage/sdcard0/FDDB-folds-01/2002_07_20_big_img_777.jpg,0.773416755
1401,GMS Face API with allClassifications accurateMode,0,3,jpg,5,133650,17450,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_879.jpg,1.160903403
1402,GMS Face API with allClassifications accurateMode,0,1,jpg,1,144900,14316,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_20146.jpg,0.677643828
1403,GMS Face API with allClassifications accurateMode,0,1,jpg,1,149400,14607,/storage/sdcard0/FDDB-folds-01/2002_08_23_big_img_789.jpg,0.423042882
1404,GMS Face API with allClassifications accurateMode,0,2,jpg,3,160650,15353,/storage/sdcard0/FDDB-folds-01/2002_08_06_big_img_2683.jpg,0.683961543
1405,GMS Face API with allClassifications accurateMode,0,2,jpg,3,133200,24758,/storage/sdcard0/FDDB-folds-01/2002_08_25_big_img_576.jpg,0.487135664
1406,GMS Face API with allClassifications accurateMode,0,1,jpg,1,142200,19068,/storage/sdcard0/FDDB-folds-01/2002_08_09_big_img_498.jpg,0.652586602
1407,GMS Face API with allClassifications accurateMode,0,2,jpg,2,142650,27775,/storage/sdcard0/FDDB-folds-01/2002_08_08_big_img_384.jpg,0.906210896
1408,GMS Face API with allClassifications accurateMode,0,2,jpg,2,152100,20319,/storage/sdcard0/FDDB-folds-01/2002_08_26_big_img_592.jpg,0.635403631
1409,GMS Face API with allClassifications accurateMode,0,2,jpg,2,158850,17973,/storage/sdcard0/FDDB-folds-01/2002_07_29_big_img_1470.jpg,0.932641538
1410,GMS Face API with allClassifications accurateMode,0,1,jpg,1,146700,20251,/storage/sdcard0/FDDB-folds-01/2002_08_21_big_img_452.jpg,0.586937281
1411,GMS Face API with allClassifications accurateMode,0,2,jpg,3,164700,18331,/storage/sdcard0/FDDB-folds-01/2002_08_30_big_img_18395.jpg,1.033206164
1412,GMS Face API with allClassifications accurateMode,0,1,jpg,1,140400,14720,/storage/sdcard0/FDDB-folds-01/2002_08_15_big_img_215.jpg,0.533068823
1413,GMS Face API with allClassifications accurateMode,0,1,jpg,1,146250,24637,/storage/sdcard0/FDDB-folds-01/2002_07_21_big_img_643.jpg,0.689088968
